step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_2508688051_5148642229_5148642231_stopped,cluster_2508688051_5148642229_5148642231_accumulated_waiting_time,cluster_2508688051_5148642229_5148642231_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,8.625757614462644,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,10.2477045825646,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,10.549858847256816,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,10.669102677163735,0,0.0,1.0,0,0.0
25.0,0,0.0,0.0,10.596318937298909,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,5.2889506648663644,0,0.0,1.0,0,0.0
35.0,0,0.0,0.0,10.596318937298909,0,0.0,0.9851287719877553,0,0.0
40.0,0,0.0,0.0,10.66170939798101,0,0.0,1.0,0,0.0
45.0,0,0.0,0.0,10.596318937298909,0,0.0,1.0,0,0.0
50.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
55.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
60.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
65.0,0,0.0,0.0,1.9157716979505495,0,0.0,1.0,0,0.0
70.0,0,0.0,0.0,9.820113040164408,0,0.0,1.0,0,0.0
75.0,0,0.0,0.0,9.626222491434138,0,0.0,1.0,0,0.0
80.0,0,0.0,0.0,8.304835353488068,0,0.0,0.9439726750421742,0,0.0
85.0,0,0.0,0.0,9.56926722034795,0,0.0,1.0,0,0.0
90.0,0,0.0,0.0,9.956612714910708,0,0.0,1.0,0,0.0
95.0,0,0.0,0.0,6.920062583166889,0,0.0,1.0,0,0.0
100.0,0,0.0,0.0,9.492122757243752,0,0.0,0.9597361512947598,0,0.0
105.0,0,0.0,0.0,9.872213539453053,0,0.0,1.0,0,0.0
110.0,0,0.0,0.0,10.265753452768893,0,0.0,1.0,0,0.0
115.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
120.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
125.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
130.0,0,0.0,0.0,5.9468535443490005,0,0.0,1.0,0,0.0
135.0,0,0.0,0.0,10.919482961132985,0,0.0,1.0,0,0.0
140.0,0,0.0,0.0,11.00226194622372,0,3.0,0.9234499765982527,0,3.0
145.0,0,0.0,0.0,10.885018734113023,0,3.0,0.8981056930524223,0,3.0
150.0,0,0.0,0.0,10.432230096166613,0,0.0,1.0,0,0.0
155.0,0,0.0,0.0,6.659229402262653,0,0.0,1.0,0,0.0
160.0,0,0.0,0.0,11.42644756047414,0,0.0,0.9604402519353753,0,0.0
165.0,0,0.0,0.0,10.476922678393706,0,0.0,1.0,0,0.0
170.0,0,0.0,0.0,11.181495115070785,0,0.0,1.0,0,0.0
175.0,0,0.0,0.0,9.04474654695621,0,0.0,1.0,0,0.0
180.0,0,0.0,0.0,12.506358847256816,0,0.0,1.0,0,0.0
185.0,0,0.0,0.0,4.822251425945071,0,0.0,1.0,0,0.0
190.0,1,1.0,0.16666666666666666,3.295621391987595,0,0.0,1.0,0,0.0
195.0,1,1.0,0.14285714285714285,6.997970275375217,0,0.0,1.0,0,0.0
200.0,0,0.0,0.0,9.08591477658896,0,0.0,1.0,0,0.0
205.0,0,0.0,0.0,9.947177879472422,0,3.0,0.9370090257453523,0,3.0
210.0,0,0.0,0.0,10.380094004242904,0,1.0,0.7389857295561978,0,1.0
215.0,0,0.0,0.0,8.733484568126693,0,0.0,0.24788273761479868,0,0.0
220.0,1,5.0,0.8333333333333334,7.736503167679866,1,5.0,0.0,1,5.0
225.0,0,0.0,0.0,8.89478850584038,0,0.0,0.8958732157607007,0,0.0
230.0,0,0.0,0.0,8.262385040142343,0,0.0,0.8432697711029269,0,0.0
235.0,1,2.0,0.4,7.7343555113518505,1,2.0,0.2362883195390373,1,2.0
240.0,2,11.0,2.2,5.042881552410319,2,11.0,1.2293284760853619e-05,2,11.0
245.0,2,21.0,4.2,6.492255066574581,2,21.0,0.0,2,21.0
250.0,2,31.0,6.2,5.7108152702199195,2,31.0,0.0,2,31.0
255.0,0,0.0,0.0,6.771815752880817,0,17.0,0.19260859797662885,0,17.0
260.0,0,0.0,0.0,8.656961106139475,0,0.0,1.0,0,0.0
265.0,0,0.0,0.0,10.007970771038853,0,0.0,0.9522628734188703,0,0.0
270.0,0,0.0,0.0,8.465781242539096,0,3.0,0.8840842694467401,0,3.0
275.0,0,0.0,0.0,9.125115380706067,0,3.0,0.9851390258283057,0,3.0
280.0,1,2.0,0.25,8.025271411275924,1,2.0,0.001324476150592599,1,2.0
285.0,0,0.0,0.0,8.988207334519052,0,0.0,0.7885818287055001,0,0.0
290.0,1,3.0,0.42857142857142855,8.17765157794623,1,3.0,0.4489105179035842,1,3.0
295.0,1,8.0,1.1428571428571428,6.487056253531246,1,8.0,0.48498664746623965,1,8.0
300.0,2,15.0,2.5,4.810571323592575,2,15.0,0.00030880771910294063,2,15.0
305.0,2,25.0,5.0,6.056125170597446,2,25.0,0.0,2,25.0
310.0,2,35.0,7.0,5.97263313254355,2,35.0,0.0,2,35.0
315.0,3,47.0,4.7,3.4146559860794126,2,45.0,0.0,2,45.0
320.0,2,55.0,5.5,7.581334778148461,2,55.0,0.0,2,55.0
325.0,2,65.0,6.5,8.41448412009424,2,65.0,0.3011242662306859,2,65.0
330.0,2,75.0,7.5,7.85301678645865,2,78.0,0.4207932029798088,2,78.0
335.0,3,86.0,8.6,4.950227543940052,3,89.0,0.017900912688063705,3,89.0
340.0,0,0.0,0.0,6.387731939906861,0,10.0,0.20055937703903767,0,10.0
345.0,1,3.0,0.3333333333333333,8.337182279003516,1,3.0,0.4775271025903836,1,3.0
350.0,1,8.0,1.0,9.006854053702416,1,8.0,0.45426278024399985,1,8.0
355.0,1,13.0,1.625,8.676095042172596,1,13.0,0.0,1,13.0
360.0,1,18.0,3.0,8.259677397288986,1,18.0,0.0,1,18.0
365.0,1,23.0,5.75,7.203764838071317,1,23.0,0.0,1,23.0
370.0,0,0.0,0.0,10.143691077208537,0,0.0,1.0,0,0.0
375.0,1,1.0,0.3333333333333333,7.402214183449826,1,1.0,0.00023721275267863428,1,1.0
380.0,1,6.0,0.5454545454545454,6.183117580079184,1,6.0,0.0,1,6.0
385.0,1,11.0,0.9166666666666666,7.932215519366889,1,11.0,0.0,1,11.0
390.0,1,16.0,1.3333333333333333,9.095997810563016,1,16.0,0.4914320818166972,1,16.0
395.0,1,21.0,1.75,7.557688719235331,1,24.0,0.38434921262849797,1,24.0
400.0,2,30.0,2.727272727272727,6.562485559785153,2,33.0,0.4077830949435103,2,33.0
405.0,4,43.0,3.909090909090909,6.52998147804984,4,46.0,0.0009687577326838511,4,46.0
410.0,4,63.0,5.7272727272727275,6.3331305195638485,4,66.0,0.11630718946367943,4,66.0
415.0,0,0.0,0.0,3.820243497332061,0,24.0,0.33921455251718236,0,24.0
420.0,2,7.0,0.6363636363636364,7.0687586170829055,1,4.0,0.4816053458618948,1,4.0
425.0,2,17.0,1.5454545454545454,7.718338697516068,1,9.0,0.48462842075592205,1,9.0
430.0,0,0.0,0.0,8.23323381695116,0,13.0,0.12503688859082276,0,13.0
435.0,0,0.0,0.0,9.252327581669665,0,0.0,1.0,0,0.0
440.0,1,2.0,0.13333333333333333,6.516501242015589,0,0.0,1.0,0,0.0
445.0,0,0.0,0.0,9.55437853611765,0,0.0,1.0,0,0.0
450.0,0,0.0,0.0,9.446529666798243,0,2.0,0.9079892571424689,0,2.0
455.0,1,1.0,0.07692307692307693,8.57849558590583,1,6.0,0.6099798463425162,1,6.0
460.0,1,6.0,0.46153846153846156,7.247185685593379,1,11.0,0.24217142478787676,1,11.0
465.0,3,16.0,1.3333333333333333,6.851072836505114,3,21.0,0.0006009426215901203,3,21.0
470.0,3,31.0,2.5833333333333335,6.543580702446822,3,36.0,0.0,3,36.0
475.0,3,46.0,3.8333333333333335,6.157514784935285,3,51.0,0.18932327425032547,3,51.0
480.0,0,0.0,0.0,6.25002031612906,0,20.0,0.21304774045785746,0,20.0
485.0,2,9.0,0.8181818181818182,6.771033338050293,1,7.0,0.0009077039617063216,1,7.0
490.0,0,0.0,0.0,8.241940341553407,0,0.0,1.0,0,0.0
495.0,0,0.0,0.0,9.16624816512861,0,0.0,1.0,0,0.0
