step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_2508688051_5148642229_5148642231_stopped,cluster_2508688051_5148642229_5148642231_accumulated_waiting_time,cluster_2508688051_5148642229_5148642231_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,9.539278608118185,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,11.983274951549813,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,9.675164127882983,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,12.874005294307702,0,0.0,1.0,0,0.0
25.0,0,0.0,0.0,8.680125335326945,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,12.874005294307702,0,0.0,0.9805186018413469,0,0.0
35.0,0,0.0,0.0,4.594311877689993,0,0.0,0.34991505407625595,0,0.0
40.0,1,4.0,4.0,0.0,1,4.0,0.0,1,4.0
45.0,0,0.0,0.0,6.988946167333053,0,0.0,1.0,0,0.0
50.0,0,0.0,0.0,12.46190014264603,0,0.0,1.0,0,0.0
55.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
60.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
65.0,0,0.0,0.0,2.077117408416234,0,0.0,1.0,0,0.0
70.0,0,0.0,0.0,10.630692436512675,0,0.0,1.0,0,0.0
75.0,0,0.0,0.0,10.487710707799181,0,0.0,1.0,0,0.0
80.0,0,0.0,0.0,8.464956798158823,0,0.0,0.9956907022145176,0,0.0
85.0,0,0.0,0.0,5.66666795843218,0,0.0,0.04790111049626617,0,0.0
90.0,1,5.0,2.5,5.191416972685863,1,5.0,3.1974739888474e-05,1,5.0
95.0,1,10.0,5.0,3.5744378125682243,1,10.0,0.0,1,10.0
100.0,1,15.0,7.5,5.094666068748076,1,15.0,0.4698851716053875,1,15.0
105.0,0,0.0,0.0,4.772528118542953,0,0.0,0.3688111198609451,0,0.0
110.0,0,0.0,0.0,10.518135978519364,0,0.0,1.0,0,0.0
115.0,0,0.0,0.0,5.278253080020284,0,0.0,1.0,0,0.0
120.0,0,0.0,0.0,10.021884091637387,0,0.0,1.0,0,0.0
125.0,0,0.0,0.0,9.827770951549812,0,0.0,1.0,0,0.0
130.0,0,0.0,0.0,4.606145947114633,0,0.0,1.0,0,0.0
135.0,0,0.0,0.0,11.066358490194881,0,0.0,1.0,0,0.0
140.0,0,0.0,0.0,11.222549976403377,0,0.0,0.9402760738583338,0,0.0
145.0,1,1.0,0.3333333333333333,6.257869262910731,1,4.0,0.44622058792324465,1,4.0
