step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_2508688051_5148642229_5148642231_stopped,cluster_2508688051_5148642229_5148642231_accumulated_waiting_time,cluster_2508688051_5148642229_5148642231_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,6.12174670974975,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,10.478567520581432,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.37835690256326,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,10.346541792538579,0,0.0,1.0,0,0.0
25.0,0,0.0,0.0,10.392251197068267,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,7.965752051346186,0,0.0,1.0,0,0.0
35.0,0,0.0,0.0,10.28896631791452,0,0.0,0.8847347642580878,0,0.0
40.0,0,0.0,0.0,10.948934685887084,0,0.0,0.9414845815297563,0,0.0
45.0,0,0.0,0.0,11.18222846957507,0,0.0,1.0,0,0.0
50.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
55.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
60.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
65.0,0,0.0,0.0,2.0462175896624104,0,0.0,1.0,0,0.0
70.0,0,0.0,0.0,10.482363372517284,0,0.0,1.0,0,0.0
75.0,0,0.0,0.0,11.085295232582286,0,0.0,1.0,0,0.0
80.0,0,0.0,0.0,7.8434713454847715,0,0.0,0.9555606051098201,0,0.0
85.0,1,1.0,0.5,5.173623521592672,1,1.0,0.006300912096815743,1,1.0
90.0,1,6.0,3.0,5.476809223971882,1,6.0,8.245071772823555e-06,1,6.0
95.0,1,11.0,5.5,3.3551793691649854,1,11.0,0.0,1,11.0
100.0,1,16.0,8.0,5.268125733546029,1,16.0,0.47017542922083305,1,16.0
105.0,1,21.0,10.5,0.20745934289481635,1,21.0,0.0185155576242835,1,21.0
110.0,2,30.0,15.0,9.209146472482775e-05,2,30.0,8.219079449614048e-06,2,30.0
115.0,2,40.0,20.0,0.0,2,40.0,0.0,2,40.0
120.0,2,50.0,25.0,0.0,2,50.0,0.0,2,50.0
125.0,2,60.0,30.0,0.0,2,60.0,0.0,2,60.0
130.0,2,70.0,14.0,3.211140166478857,2,70.0,0.0,2,70.0
135.0,2,80.0,16.0,6.409164985737789,2,80.0,0.0,2,80.0
140.0,2,90.0,18.0,5.923508379916171,2,90.0,0.33223843446200557,2,90.0
145.0,0,0.0,0.0,7.263631629538071,0,40.0,0.5747841911871854,0,40.0
150.0,0,0.0,0.0,10.344312758400104,0,3.0,0.6983093398932865,0,3.0
155.0,0,0.0,0.0,7.886745487337204,0,0.0,1.0,0,0.0
160.0,0,0.0,0.0,9.73212152698398,0,0.0,0.9106883755568393,0,0.0
165.0,0,0.0,0.0,10.726323248780458,0,0.0,1.0,0,0.0
170.0,0,0.0,0.0,8.516739938889407,0,0.0,1.0,0,0.0
175.0,0,0.0,0.0,9.960622685887083,0,0.0,1.0,0,0.0
180.0,0,0.0,0.0,10.093813389744772,0,0.0,1.0,0,0.0
185.0,0,0.0,0.0,9.960622685887083,0,0.0,1.0,0,0.0
190.0,1,1.0,0.16666666666666666,2.5923407661953903,0,0.0,1.0,0,0.0
195.0,1,0.0,0.0,7.247304151390385,0,0.0,1.0,0,0.0
200.0,0,0.0,0.0,9.032451070014254,0,0.0,1.0,0,0.0
205.0,0,0.0,0.0,10.00761446342359,0,3.0,0.9508767672190406,0,3.0
210.0,0,0.0,0.0,8.432919504702609,0,3.0,0.6103211516251361,0,3.0
215.0,2,7.0,1.1666666666666667,4.143226665533759,2,10.0,0.012200345367190571,2,10.0
220.0,3,22.0,3.6666666666666665,4.952666838454255,3,25.0,0.18725428758085866,3,25.0
225.0,0,0.0,0.0,6.079533982917705,0,22.0,0.3015365277388666,0,22.0
230.0,0,0.0,0.0,8.769026765274143,0,0.0,0.5448984910727039,0,0.0
235.0,0,0.0,0.0,9.15624549780012,0,0.0,0.9740937677330387,0,0.0
240.0,0,0.0,0.0,10.205211062574184,0,0.0,1.0,0,0.0
245.0,0,0.0,0.0,7.2016470856936055,0,0.0,1.0,0,0.0
250.0,0,0.0,0.0,9.997811895882812,0,0.0,1.0,0,0.0
255.0,0,0.0,0.0,7.425925961794582,0,0.0,1.0,0,0.0
260.0,0,0.0,0.0,9.172030265357858,0,0.0,1.0,0,0.0
265.0,0,0.0,0.0,10.139749460048023,0,0.0,0.9274267889080385,0,0.0
270.0,0,0.0,0.0,8.10917895795839,0,3.0,0.48641740268373723,0,3.0
275.0,1,4.0,0.4444444444444444,7.919092014309565,1,7.0,0.4251806593825861,1,7.0
280.0,2,12.0,1.3333333333333333,7.374830472110048,2,15.0,9.49814855760142e-05,2,15.0
285.0,0,0.0,0.0,7.476650286446454,0,9.0,0.6115405772184577,0,9.0
290.0,0,0.0,0.0,9.177770646101326,0,0.0,0.9590149769585069,0,0.0
295.0,0,0.0,0.0,8.995409232023121,0,0.0,1.0,0,0.0
300.0,0,0.0,0.0,8.8543239753519,0,0.0,1.0,0,0.0
305.0,0,0.0,0.0,7.157112475918319,0,0.0,1.0,0,0.0
310.0,0,0.0,0.0,9.968491374182111,0,0.0,1.0,0,0.0
315.0,1,2.0,0.25,4.868916744391893,0,0.0,1.0,0,0.0
320.0,0,0.0,0.0,8.953435332776579,0,0.0,1.0,0,0.0
325.0,0,0.0,0.0,9.266980097873633,0,0.0,1.0,0,0.0
330.0,0,0.0,0.0,10.124002279842072,0,3.0,0.8645203261882102,0,3.0
335.0,0,0.0,0.0,7.28348947838584,0,3.0,0.19714459247944224,0,3.0
340.0,2,8.0,1.0,5.550397137239404,2,11.0,0.27766560538567603,2,11.0
345.0,0,0.0,0.0,8.747592831580327,0,9.0,0.5795886757586115,0,9.0
350.0,0,0.0,0.0,9.720070390730346,0,0.0,0.9578807270062564,0,0.0
355.0,0,0.0,0.0,8.541639097073036,0,0.0,1.0,0,0.0
360.0,0,0.0,0.0,9.043726363643255,0,0.0,1.0,0,0.0
365.0,0,0.0,0.0,9.124796647642032,0,0.0,1.0,0,0.0
370.0,0,0.0,0.0,10.153313921570073,0,0.0,1.0,0,0.0
