step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.050629430948757,0,0.0,0.19856971874644916,0,0.0
10.0,1,0.0,0.0,5.847665257220978,0,0.0,0.553607625631521,0,0.0
15.0,1,0.0,0.0,6.300970583809598,0,0.0,0.7558358135556276,0,0.0
20.0,1,0.0,0.0,6.8029429790329035,0,0.0,0.3124159403089045,0,0.0
25.0,3,6.0,0.25,6.7374523026650595,2,6.0,0.41400739778069945,2,6.0
30.0,0,0.0,0.0,7.849571155802795,0,0.0,0.5616971022999372,0,0.0
35.0,2,1.0,0.030303030303030304,7.675848867004614,1,1.0,0.5517975904924072,1,1.0
40.0,4,12.0,0.3157894736842105,6.429552781370134,2,11.0,0.2865942122028466,2,11.0
45.0,8,40.0,0.9523809523809523,6.790054720536047,4,27.0,0.3445696973584049,4,27.0
50.0,11,81.0,1.8,6.659377185090606,4,47.0,0.32713132007610407,4,47.0
55.0,13,137.0,2.8541666666666665,6.004082983268144,5,68.0,0.24256567422582417,5,68.0
60.0,11,132.0,2.588235294117647,6.2670842578694055,7,94.0,0.2473726999416761,7,94.0
65.0,16,172.0,3.3076923076923075,5.466903949635794,10,135.0,0.1134159092432377,10,135.0
70.0,15,202.0,3.740740740740741,4.762609255356742,10,179.0,0.01835658639980822,10,179.0
75.0,19,272.0,4.610169491525424,5.146239110857607,12,227.0,0.1580751271291437,12,227.0
80.0,20,346.0,5.580645161290323,4.654083408194805,13,311.0,0.16136697287368804,13,311.0
85.0,19,193.0,3.015625,4.885651277381402,8,299.0,0.13787809349783228,8,299.0
90.0,15,95.0,1.4393939393939394,4.961686431844772,7,221.0,0.178707182735864,7,221.0
95.0,17,147.0,2.1940298507462686,4.848536228871976,10,205.0,0.1328695892957491,10,205.0
100.0,20,233.0,3.236111111111111,4.480607871514575,12,230.0,0.07762915783237422,12,230.0
105.0,24,343.0,4.573333333333333,4.928663291507845,13,324.0,0.17838614409820502,13,324.0
110.0,29,475.0,5.9375,4.387076966065189,17,404.0,0.11513912961480287,17,404.0
115.0,36,628.0,7.3023255813953485,4.346540384318221,19,489.0,0.13974067218658343,19,489.0
