step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.268289076113142,0,0.0,0.35908839003413623,0,0.0
10.0,1,0.0,0.0,6.0454836385656865,0,0.0,0.557619744704608,0,0.0
15.0,2,4.0,0.2857142857142857,7.005256296331088,1,4.0,0.5680043163595068,1,4.0
20.0,3,10.0,0.5263157894736842,7.206224632594333,1,9.0,0.18641666261625825,1,9.0
25.0,3,20.0,0.8333333333333334,7.76525368612288,1,14.0,0.6300863808335184,1,14.0
30.0,2,30.0,1.0714285714285714,8.345624351229029,1,19.0,0.45677165058004465,1,19.0
35.0,6,44.0,1.4666666666666666,6.838156868149637,3,27.0,0.24044968968831165,3,27.0
40.0,5,50.0,1.4285714285714286,6.617848008320261,4,62.0,0.23913838229221285,4,62.0
45.0,8,72.0,1.8,6.3253136405492025,5,85.0,0.3410867754180312,5,85.0
50.0,9,100.0,2.3255813953488373,5.889434786824057,5,92.0,0.1471611002138059,5,92.0
55.0,12,149.0,3.1041666666666665,6.516948670918365,6,121.0,0.31264488533111706,6,121.0
60.0,8,37.0,0.74,6.610607115994099,3,76.0,0.24144419690306965,3,76.0
65.0,10,59.0,1.1346153846153846,5.7613778543058976,5,81.0,0.2463944609071425,5,81.0
70.0,13,99.0,1.8,4.948713449368316,6,49.0,0.08773354290318744,6,49.0
75.0,15,151.0,2.5166666666666666,5.19258604675717,7,71.0,0.16428397669788564,7,71.0
80.0,21,231.0,3.5538461538461537,5.143159955561208,8,110.0,0.21446511177179375,8,110.0
85.0,22,322.0,5.03125,4.419476741463108,11,155.0,0.09320039480826689,11,155.0
90.0,25,416.0,6.028985507246377,5.2146513688751375,12,212.0,0.17810593324848617,12,212.0
95.0,24,532.0,7.492957746478873,5.152866241746955,13,277.0,0.21178885634345088,13,277.0
100.0,28,497.0,6.626666666666667,4.004338676960892,17,354.0,0.11102636094573945,17,354.0
105.0,31,636.0,8.153846153846153,4.325161265804373,18,443.0,0.12794907255470508,18,443.0
