step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.44040123004932,0,0.0,0.32367592590608574,0,0.0
10.0,1,0.0,0.0,6.1767262286696045,0,0.0,0.4675041401297824,0,0.0
15.0,2,2.0,0.14285714285714285,6.827756965315134,1,2.0,0.5140358305770666,1,2.0
20.0,2,7.0,0.3684210526315789,7.015032483397105,1,7.0,0.3554575536735412,1,7.0
25.0,3,12.0,0.5,7.607268868835621,1,12.0,0.5976628485907176,1,12.0
30.0,1,2.0,0.07142857142857142,6.769491711972267,1,2.0,0.2770117557187238,1,2.0
35.0,4,15.0,0.45454545454545453,6.887668766684192,3,15.0,0.2884800827800112,3,15.0
40.0,10,48.0,1.2972972972972974,6.1823426719865955,5,37.0,0.15493519548935605,5,37.0
45.0,9,86.0,2.15,6.0357009618565485,5,62.0,0.28220507541230805,5,62.0
50.0,11,132.0,3.0697674418604652,6.0060066529837375,6,94.0,0.23180894923945708,6,94.0
55.0,15,198.0,4.212765957446808,5.179817703639987,9,135.0,0.16366491408048178,9,135.0
60.0,18,275.0,5.288461538461538,5.1710108176594,12,188.0,0.14607018265694008,12,188.0
65.0,19,304.0,5.62962962962963,4.485471007179069,14,251.0,0.126784768221417,14,251.0
70.0,21,344.0,5.733333333333333,4.4923819063026595,16,330.0,0.05655191467648302,16,330.0
75.0,25,451.0,7.39344262295082,4.257463639467633,17,415.0,0.10031135078287985,17,415.0
80.0,28,579.0,8.514705882352942,3.8891172102042373,17,500.0,0.044743946945406114,17,500.0
85.0,22,255.0,3.642857142857143,4.610172421663459,7,371.0,0.18204969594510367,7,371.0
90.0,15,191.0,2.6164383561643834,5.529225513568679,2,193.0,0.23333407042124918,2,193.0
95.0,22,290.0,3.8666666666666667,5.209428878338708,7,220.0,0.3184552687312964,7,220.0
100.0,28,408.0,5.298701298701299,4.441438378436123,11,267.0,0.15560193831053226,11,267.0
105.0,35,559.0,6.817073170731708,4.094148752993438,16,329.0,0.08768092915901424,16,329.0
