step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.466815739637241,0,0.0,0.2993661355327652,0,0.0
10.0,1,0.0,0.0,6.129595570278743,0,0.0,0.31143724150549856,0,0.0
15.0,1,0.0,0.0,6.8574352319461145,0,0.0,0.6998866693624659,0,0.0
20.0,2,1.0,0.05263157894736842,7.11405312588115,1,1.0,0.35805633544090115,1,1.0
25.0,1,0.0,0.0,7.22298142641728,0,0.0,0.7797405464369489,0,0.0
30.0,0,0.0,0.0,8.456615497631832,0,0.0,0.5560485456576595,0,0.0
35.0,1,0.0,0.0,7.4885045197471936,0,0.0,0.33433477424459845,0,0.0
40.0,4,14.0,0.3684210526315789,7.374678913891389,2,10.0,0.44180390969699346,2,10.0
45.0,5,15.0,0.3488372093023256,6.609988421509757,0,0.0,0.708441308490318,0,0.0
50.0,7,38.0,0.8444444444444444,6.583857286591799,0,0.0,0.5749989515316112,0,0.0
55.0,7,62.0,1.3191489361702127,6.666546321204254,0,0.0,0.6589446296429753,0,0.0
60.0,8,89.0,1.8936170212765957,6.8240429097953275,3,5.0,0.363278233386581,3,5.0
65.0,8,100.0,2.127659574468085,6.235792914526696,2,5.0,0.2762227809102372,2,5.0
70.0,6,22.0,0.41509433962264153,6.229614409202132,4,27.0,0.32972281359531413,4,27.0
75.0,10,54.0,0.9642857142857143,5.594828788799703,5,45.0,0.20353078577297018,5,45.0
80.0,20,127.0,2.1166666666666667,4.98350877959164,9,89.0,0.08348445332401126,9,89.0
85.0,12,107.0,1.7833333333333334,5.425677126177261,2,64.0,0.22091672920077737,2,64.0
90.0,16,150.0,2.34375,5.641768184469761,3,64.0,0.30848915694667034,3,64.0
95.0,16,204.0,3.1384615384615384,5.012633420734994,5,82.0,0.27197582998778935,5,82.0
100.0,20,261.0,3.782608695652174,4.794145834453621,7,122.0,0.21862953700146934,7,122.0
105.0,15,278.0,3.808219178082192,5.181103580807255,2,96.0,0.3405201236484418,2,96.0
110.0,22,367.0,4.8933333333333335,4.503578374953353,5,95.0,0.1799680349871202,5,95.0
115.0,29,476.0,5.95,4.227002800501184,8,124.0,0.1923179645033895,8,124.0
120.0,29,568.0,6.926829268292683,4.54898861258976,6,155.0,0.15529218903447428,6,155.0
125.0,32,683.0,8.228915662650602,4.3075115866454725,9,186.0,0.14595771347855035,9,186.0
