step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.6163635191274808,0,0.0,0.2138727716813224,0,0.0
10.0,1,0.0,0.0,6.057897764376458,0,0.0,0.4290417831975524,0,0.0
15.0,2,2.0,0.14285714285714285,6.279953679889442,1,2.0,0.4885493907139256,1,2.0
20.0,2,7.0,0.3684210526315789,6.784145922359232,1,7.0,0.1610714452470299,1,7.0
25.0,2,0.0,0.0,7.855280720287401,0,0.0,0.7811205587990535,0,0.0
30.0,1,1.0,0.03571428571428571,8.096791887852488,1,1.0,0.5351297279478486,1,1.0
35.0,5,14.0,0.4375,7.070556489450695,3,11.0,0.3183999237373284,3,11.0
40.0,7,37.0,1.0277777777777777,6.34903867625021,5,29.0,0.27347953261801966,5,29.0
45.0,10,74.0,1.85,5.817727762983283,6,55.0,0.16793236620375368,6,55.0
50.0,13,125.0,2.840909090909091,5.258769783651727,7,87.0,0.19057303587179683,7,87.0
55.0,15,192.0,4.0,5.188590326116631,10,133.0,0.12135814652637482,10,133.0
60.0,18,259.0,4.980769230769231,5.164418333283884,11,178.0,0.10133239143809758,11,178.0
65.0,18,262.0,4.763636363636364,4.849532037361403,14,235.0,0.1264718693576853,14,235.0
70.0,22,332.0,5.533333333333333,4.26397156740505,16,313.0,0.0683512248099649,16,313.0
75.0,27,453.0,7.078125,4.313944434169514,17,397.0,0.10169781145844892,17,397.0
80.0,16,157.0,2.378787878787879,4.871253953476739,6,291.0,0.17703938398248883,6,291.0
85.0,14,134.0,2.0,5.4359007848103165,3,145.0,0.1292904405915189,3,145.0
90.0,25,227.0,3.1971830985915495,4.999660062998132,7,151.0,0.0875463895595612,7,151.0
95.0,25,333.0,4.5,4.853128258341859,7,172.0,0.17905748893264173,7,172.0
100.0,27,345.0,4.48051948051948,4.680815430198398,9,225.0,0.23104696241428427,9,225.0
105.0,29,458.0,5.9480519480519485,4.716551078011633,12,267.0,0.1820108791714288,12,267.0
110.0,31,584.0,7.209876543209877,3.952191830435919,13,322.0,0.11057285795632689,13,322.0
