step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.480680910916999,0,0.0,0.37893947867470906,0,0.0
10.0,1,0.0,0.0,6.245982264161374,0,0.0,0.46037105471144524,0,0.0
15.0,2,3.0,0.21428571428571427,6.889374028126155,1,3.0,0.5059754110986384,1,3.0
20.0,2,8.0,0.42105263157894735,7.360748529597607,1,8.0,0.4094919978478222,1,8.0
25.0,3,13.0,0.5416666666666666,8.199817654223999,1,13.0,0.544072311750699,1,13.0
30.0,1,1.0,0.03571428571428571,7.868385046655286,1,1.0,0.5182640300910039,1,1.0
35.0,5,14.0,0.4375,6.642777440904929,4,14.0,0.2688907864235459,4,14.0
40.0,7,47.0,1.2702702702702702,5.93880097859767,5,39.0,0.15013512698017348,5,39.0
45.0,10,89.0,2.1707317073170733,6.500162754060741,6,67.0,0.25463209852334245,6,67.0
50.0,14,139.0,3.159090909090909,5.495164032686117,8,99.0,0.16117385841121254,8,99.0
55.0,14,205.0,4.270833333333333,5.643397927996418,10,145.0,0.14570738261751007,10,145.0
60.0,16,277.0,5.431372549019608,5.609923748187966,12,197.0,0.1239607972839084,12,197.0
65.0,19,303.0,5.509090909090909,4.558018552330723,14,259.0,0.09530810812562304,14,259.0
70.0,21,350.0,5.833333333333333,4.523099667883598,17,344.0,0.09716397556837306,17,344.0
75.0,27,455.0,7.0,4.388358551339868,19,434.0,0.08905430905642236,19,434.0
80.0,31,596.0,8.764705882352942,3.8693059444263733,19,529.0,0.06948082309001018,19,529.0
