step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.5254378515807914,0,0.0,0.22750841603281668,0,0.0
10.0,1,0.0,0.0,5.8421437586225675,0,0.0,0.4207006184270957,0,0.0
15.0,1,0.0,0.0,6.381421688741009,0,0.0,0.7978138043452985,0,0.0
20.0,1,0.0,0.0,6.608363641300346,0,0.0,0.24326208312689726,0,0.0
25.0,3,8.0,0.3333333333333333,6.454563056100242,2,8.0,0.1490640788216573,2,8.0
30.0,0,0.0,0.0,7.616726569134291,0,0.0,0.46797921511345447,0,0.0
35.0,2,1.0,0.029411764705882353,7.590236287994257,1,1.0,0.4878611695803418,1,1.0
40.0,1,3.0,0.08108108108108109,7.219408390290823,0,2.0,0.3949681975450257,0,2.0
45.0,5,22.0,0.5365853658536586,7.158571032712117,1,4.0,0.4993131346974596,1,4.0
50.0,7,39.0,0.8666666666666667,6.601259019417285,0,0.0,0.5530718811826383,0,0.0
55.0,10,79.0,1.6458333333333333,6.007904992850271,2,5.0,0.5527750245210986,2,5.0
60.0,9,84.0,1.6470588235294117,6.452247410439028,3,7.0,0.3498314942934461,3,7.0
65.0,11,131.0,2.62,6.621327403243694,5,27.0,0.39468254042522477,5,27.0
70.0,5,24.0,0.4528301886792453,5.946830405025979,1,19.0,0.2689051219332848,1,19.0
75.0,15,64.0,1.103448275862069,5.89117494073625,5,39.0,0.2930521903975293,5,39.0
80.0,10,76.0,1.2881355932203389,5.959817790922035,1,45.0,0.2534766580279321,1,45.0
85.0,16,149.0,2.5254237288135593,5.82497827003715,4,49.0,0.3490893146807247,4,49.0
90.0,18,207.0,3.2857142857142856,4.9297083970817575,3,47.0,0.32231478131353536,3,47.0
95.0,21,246.0,3.5652173913043477,4.986491137032653,5,68.0,0.22428153975598303,5,68.0
100.0,19,272.0,3.8309859154929575,4.792523565228456,5,88.0,0.11531107096196933,5,88.0
105.0,21,352.0,4.756756756756757,4.801202400361616,8,135.0,0.15894617035581046,8,135.0
110.0,19,405.0,5.328947368421052,4.667920211717521,5,94.0,0.16310701457995583,5,94.0
115.0,21,329.0,4.012195121951219,4.907480945914512,7,142.0,0.19774236433287035,7,142.0
120.0,26,369.0,4.5,4.712884278375798,8,165.0,0.2143623013319741,8,165.0
125.0,31,452.0,5.255813953488372,4.234958264178233,8,196.0,0.12554439067542716,8,196.0
