step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.6589244325459007,0,0.0,0.2503119647254207,0,0.0
10.0,1,0.0,0.0,5.870361782386227,0,0.0,0.47061752521752465,0,0.0
15.0,2,3.0,0.21428571428571427,6.396810515594388,1,3.0,0.5578508220514183,1,3.0
20.0,2,8.0,0.42105263157894735,7.440265682906464,1,8.0,0.24648723509410467,1,8.0
25.0,1,0.0,0.0,7.861350631935125,0,0.0,0.7715897787422187,0,0.0
30.0,1,2.0,0.07142857142857142,8.351471716903161,1,2.0,0.40648293145185116,1,2.0
35.0,3,12.0,0.36363636363636365,6.8029356683135775,2,12.0,0.42617116432665164,2,12.0
40.0,9,38.0,1.0555555555555556,5.830028151661763,4,30.0,0.27997507141955624,4,30.0
45.0,11,81.0,1.975609756097561,5.681995924606397,6,56.0,0.08684758376230851,6,56.0
50.0,13,136.0,3.022222222222222,5.556230771556809,6,86.0,0.18792471166352237,6,86.0
55.0,16,203.0,4.229166666666667,5.396690099353404,9,127.0,0.12460623902382242,9,127.0
60.0,18,280.0,5.490196078431373,5.57926752740003,11,174.0,0.1811452706019725,11,174.0
65.0,19,315.0,5.833333333333333,4.878937462724573,13,232.0,0.20093739652876133,13,232.0
70.0,20,353.0,5.883333333333334,4.434711210538725,14,301.0,0.07802671112280529,14,301.0
75.0,27,462.0,7.451612903225806,4.274417653542231,17,384.0,0.08447578777863399,17,384.0
80.0,17,191.0,2.8507462686567164,5.220342998343193,6,278.0,0.15678201789114346,6,278.0
85.0,14,176.0,2.588235294117647,5.599413295155578,3,126.0,0.2464605083993718,3,126.0
90.0,25,265.0,3.6301369863013697,4.881146934948135,7,145.0,0.1833552595670597,7,145.0
95.0,25,387.0,5.22972972972973,5.30213629757076,9,191.0,0.26248903257132405,9,191.0
100.0,28,469.0,6.090909090909091,4.319982524545451,10,236.0,0.10934532641056904,10,236.0
105.0,27,493.0,6.2405063291139244,4.512607982348979,8,199.0,0.16536399212635802,8,199.0
110.0,25,488.0,6.0246913580246915,4.670415199106967,10,259.0,0.14429558807366544,10,259.0
115.0,33,546.0,6.578313253012048,4.350664687903407,13,355.0,0.1957000669118527,13,355.0
