step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.607249018810689,0,0.0,0.39886827071039077,0,0.0
10.0,1,0.0,0.0,6.132337328154133,0,0.0,0.47416231934671305,0,0.0
15.0,1,0.0,0.0,7.465237528745592,0,0.0,0.7996517600292751,0,0.0
20.0,2,1.0,0.05263157894736842,6.57791132349352,1,1.0,0.27952562840381173,1,1.0
25.0,3,10.0,0.4166666666666667,6.8013307068186535,2,10.0,0.28588740359677217,2,10.0
30.0,4,23.0,0.8214285714285714,7.10914655822298,4,23.0,0.3806526464682902,4,23.0
35.0,6,45.0,1.40625,5.95106730511192,5,45.0,0.26670038070483504,5,45.0
40.0,8,77.0,2.081081081081081,6.378237219328448,6,75.0,0.10929069540328916,6,75.0
45.0,9,116.0,2.8292682926829267,6.257987075547115,7,110.0,0.2962372916841627,7,110.0
50.0,11,159.0,3.6136363636363638,5.35502315193143,8,151.0,0.14489256089759137,8,151.0
55.0,13,206.0,4.291666666666667,5.611250750431044,13,211.0,0.1525252684776237,13,211.0
60.0,19,285.0,5.480769230769231,5.172813064969775,16,281.0,0.08984528064429771,16,281.0
65.0,25,377.0,6.614035087719298,4.436787139836106,19,369.0,0.0739226050215913,19,369.0
70.0,26,490.0,7.903225806451613,3.8432671975138613,20,468.0,0.04492287837806689,20,468.0
75.0,25,612.0,9.415384615384616,4.321975765849308,20,568.0,0.0396329984556393,20,568.0
80.0,29,748.0,11.0,4.401031622225572,21,670.0,0.07621239006682778,21,670.0
85.0,20,348.0,4.833333333333333,4.6848085509147905,10,539.0,0.1641298460817358,10,539.0
90.0,14,141.0,1.8311688311688312,5.308031310726456,3,327.0,0.2322788162158544,3,327.0
95.0,18,173.0,2.217948717948718,5.318744593974901,7,270.0,0.24934177647334,7,270.0
100.0,32,298.0,3.6341463414634148,3.9677812394149403,10,281.0,0.08745283947068012,10,281.0
