step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.1324658683501188,0,0.0,0.2473623169022847,0,0.0
10.0,1,0.0,0.0,6.011343981307471,0,0.0,0.5852510411151661,0,0.0
15.0,1,0.0,0.0,6.582909442250136,0,0.0,0.7145409311072562,0,0.0
20.0,1,0.0,0.0,6.473965566085688,0,0.0,0.3633664572318879,0,0.0
25.0,3,9.0,0.375,7.200676490336373,2,9.0,0.34310963604054834,2,9.0
30.0,4,22.0,0.7857142857142857,7.164695140570132,4,22.0,0.31376871220994107,4,22.0
35.0,6,42.0,1.2352941176470589,6.564378941429364,4,42.0,0.3543064418555161,4,42.0
40.0,10,72.0,1.894736842105263,5.308688843995149,7,70.0,0.1201982974323246,7,70.0
45.0,12,121.0,2.880952380952381,5.7809959494132785,7,105.0,0.22454426727255433,7,105.0
50.0,14,168.0,3.7333333333333334,5.523688760973649,9,144.0,0.15269760314490258,9,144.0
55.0,16,239.0,4.877551020408164,5.140237680215918,11,205.0,0.1427636850213023,11,205.0
60.0,8,78.0,1.5,5.671084519246853,4,132.0,0.20663555393863842,4,132.0
65.0,10,98.0,1.719298245614035,6.887783220888704,2,44.0,0.3637188180406832,2,44.0
70.0,15,153.0,2.55,5.549892801559641,6,56.0,0.17652992146315993,6,56.0
75.0,18,232.0,3.80327868852459,5.061250221292039,9,86.0,0.14398279133058123,9,86.0
80.0,23,317.0,4.876923076923077,4.6220334086555015,12,143.0,0.17345357294900393,12,143.0
85.0,19,317.0,4.876923076923077,4.609858300741626,9,174.0,0.20843933793242114,9,174.0
90.0,18,310.0,4.492753623188406,4.629870214791032,9,208.0,0.13638964937143194,9,208.0
95.0,24,416.0,5.859154929577465,4.790380097935694,14,269.0,0.1635999355821504,14,269.0
100.0,24,346.0,4.675675675675675,4.486154782903428,15,382.0,0.1574311241963317,15,382.0
105.0,29,479.0,6.141025641025641,4.525005046802303,15,455.0,0.10910405379379962,15,455.0
110.0,33,631.0,7.790123456790123,3.7329125188185555,16,512.0,0.07245638399732704,16,512.0
