step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.393799089454115,0,0.0,0.3676116533138204,0,0.0
10.0,1,0.0,0.0,6.346539815906176,0,0.0,0.45521265985469417,0,0.0
15.0,1,0.0,0.0,6.860491227780829,0,0.0,0.7168002308598433,0,0.0
20.0,2,1.0,0.05263157894736842,6.6957007128097645,1,1.0,0.34794704797050086,1,1.0
25.0,1,0.0,0.0,7.5375916492415245,0,0.0,0.7730198563373415,0,0.0
30.0,0,0.0,0.0,8.195675691102739,0,0.0,0.5801859292136983,0,0.0
35.0,1,3.0,0.09375,7.961106380507715,1,3.0,0.3507491294070269,1,3.0
40.0,5,15.0,0.39473684210526316,6.704569079083353,2,9.0,0.4457462259584558,2,9.0
45.0,4,12.0,0.2926829268292683,7.133742274753773,0,0.0,0.6503840490804323,0,0.0
50.0,9,37.0,0.8222222222222222,6.989552831230747,0,0.0,0.7328629779654445,0,0.0
55.0,7,61.0,1.326086956521739,6.698200601679632,0,0.0,0.6317252784277939,0,0.0
60.0,9,97.0,1.9019607843137254,6.762401136810813,3,6.0,0.36131573539106954,3,6.0
65.0,6,77.0,1.5098039215686274,6.230402768329201,0,2.0,0.3733016206353224,0,2.0
70.0,10,71.0,1.290909090909091,5.890923435353537,3,15.0,0.3168251823266103,3,15.0
75.0,15,108.0,1.8,5.51739224114441,3,22.0,0.26882462199935964,3,22.0
80.0,17,145.0,2.457627118644068,5.285721559040056,6,40.0,0.13204378556723467,6,40.0
85.0,16,194.0,3.2333333333333334,5.0822091909529234,6,68.0,0.25671041366417907,6,68.0
90.0,16,214.0,3.292307692307692,5.237452818296893,3,64.0,0.2670524143197047,3,64.0
95.0,18,282.0,4.208955223880597,5.407367453724829,5,83.0,0.18789351428149317,5,83.0
100.0,21,336.0,4.732394366197183,4.614491070089437,6,101.0,0.040733105805524264,6,101.0
105.0,17,321.0,4.28,4.442644242526807,8,125.0,0.13344860308491222,8,125.0
110.0,14,304.0,3.948051948051948,4.9129907825982055,6,124.0,0.2314365758371023,6,124.0
115.0,16,220.0,2.7160493827160495,5.084307765161172,7,140.0,0.20601555467185884,7,140.0
120.0,25,284.0,3.4216867469879517,4.947486697798161,10,170.0,0.14016461570683517,10,170.0
125.0,30,348.0,3.9545454545454546,4.303804316670684,9,215.0,0.10962612957346347,9,215.0
130.0,30,404.0,4.53932584269663,4.042734148643043,8,210.0,0.08941460729189256,8,210.0
135.0,33,502.0,5.516483516483516,4.254999067500049,10,303.0,0.11562782127465195,10,303.0
