step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.392324710944667,0,0.0,0.29531155575893225,0,0.0
10.0,1,0.0,0.0,6.090041979935954,0,0.0,0.6171405066589093,0,0.0
15.0,2,4.0,0.2857142857142857,6.491489626515105,1,4.0,0.5405436749229414,1,4.0
20.0,2,9.0,0.47368421052631576,7.1630526148084135,1,9.0,0.207676017304496,1,9.0
25.0,2,0.0,0.0,8.34098036245097,0,0.0,0.8166813113649833,0,0.0
30.0,1,2.0,0.07142857142857142,8.457890864718744,1,2.0,0.4770212308257367,1,2.0
35.0,6,16.0,0.48484848484848486,6.452981561013035,3,14.0,0.2833609958176015,3,14.0
40.0,8,45.0,1.2857142857142858,5.853577329315407,5,34.0,0.24230552873729636,5,34.0
45.0,11,89.0,2.1707317073170733,5.9142892472913005,5,59.0,0.25698810071421585,5,59.0
50.0,12,144.0,3.272727272727273,5.8000780216904495,6,87.0,0.18884682366522784,6,87.0
55.0,16,210.0,4.468085106382978,5.670104644703629,9,127.0,0.24461014410525816,9,127.0
60.0,18,286.0,5.607843137254902,5.323582345486338,11,174.0,0.15143442355211115,11,174.0
65.0,18,294.0,5.547169811320755,4.724262739215025,13,233.0,0.09204014596721585,13,233.0
70.0,22,365.0,6.083333333333333,4.609695336352423,15,307.0,0.10822930454139956,15,307.0
75.0,27,471.0,7.359375,4.246103668550103,17,387.0,0.05513519093207384,17,387.0
80.0,18,197.0,2.984848484848485,4.333360506545073,5,276.0,0.16590597319978284,5,276.0
85.0,14,169.0,2.449275362318841,5.758370641845253,3,130.0,0.2885382371598012,3,130.0
90.0,24,244.0,3.388888888888889,5.371938887895954,8,142.0,0.13109745086071473,8,142.0
95.0,24,346.0,4.613333333333333,4.7156240640390275,7,179.0,0.11905904185114988,7,179.0
100.0,25,434.0,5.636363636363637,4.737379525304319,8,212.0,0.1456875554216793,8,212.0
105.0,21,418.0,5.358974358974359,4.641106973192651,6,194.0,0.13174341387248867,6,194.0
110.0,20,355.0,4.27710843373494,5.00013059995084,11,276.0,0.13890488633476816,11,276.0
115.0,25,194.0,2.3095238095238093,4.662264367098157,14,413.0,0.20883175398915613,14,413.0
120.0,28,272.0,3.1264367816091956,4.655564919408176,13,465.0,0.14598162554568606,13,465.0
125.0,38,395.0,4.34065934065934,3.6635481846108005,12,374.0,0.08803120042103174,12,374.0
