step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.995372207723558,0,0.0,0.2961210240572642,0,0.0
10.0,1,0.0,0.0,6.068658599012306,0,0.0,0.5435257753201633,0,0.0
15.0,1,0.0,0.0,7.034937320081856,0,0.0,0.7707736187802545,0,0.0
20.0,1,0.0,0.0,6.439510317043516,0,0.0,0.24738069954520836,0,0.0
25.0,3,8.0,0.3333333333333333,7.092722959431675,2,8.0,0.39323790755505145,2,8.0
30.0,3,20.0,0.7142857142857143,7.094383851960464,3,20.0,0.3997624534448987,3,20.0
35.0,7,44.0,1.3333333333333333,6.423030330349872,6,44.0,0.19097706848413484,6,44.0
40.0,9,79.0,2.135135135135135,5.661451362101259,7,76.0,0.1890760125036637,7,76.0
45.0,12,129.0,3.0714285714285716,5.353836280615975,7,111.0,0.19651046084439758,7,111.0
50.0,17,193.0,4.1063829787234045,5.433724213064033,10,154.0,0.1531141745167338,10,154.0
55.0,18,275.0,5.729166666666667,5.0570171084019,12,211.0,0.14608517462421833,12,211.0
60.0,19,349.0,6.345454545454546,5.19337287959942,13,264.0,0.05688681136595508,13,264.0
65.0,19,366.0,6.310344827586207,4.918019887503504,15,330.0,0.1411580529024486,15,330.0
70.0,12,63.0,1.0161290322580645,5.149356171804681,7,241.0,0.08993600874986205,7,241.0
75.0,12,49.0,0.7424242424242424,6.394499650397031,4,106.0,0.2747246205514677,4,106.0
80.0,20,125.0,1.8656716417910448,5.8236740116618595,8,118.0,0.19466518139500358,8,118.0
85.0,23,233.0,3.5303030303030303,5.641891992390888,10,139.0,0.16716003313797084,10,139.0
90.0,25,341.0,5.014705882352941,5.813372345798348,11,193.0,0.2428030704926059,11,193.0
95.0,25,437.0,6.426470588235294,4.662771459766015,13,251.0,0.1309866239955897,13,251.0
100.0,30,495.0,6.875,4.2575210184877275,14,320.0,0.06383703394392276,14,320.0
105.0,28,434.0,5.864864864864865,4.564556295093715,11,331.0,0.15608473441382348,11,331.0
110.0,29,505.0,6.4743589743589745,4.333505077814129,9,367.0,0.19247293544736016,9,367.0
115.0,34,652.0,7.951219512195122,4.369238198512689,13,400.0,0.1201972763416648,13,400.0
