step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,4.3998287974856805,0,0.0,0.36793754817282376,0,0.0
10.0,1,0.0,0.0,6.2326492898176085,0,0.0,0.465236786790217,0,0.0
15.0,1,0.0,0.0,7.2467975667025835,0,0.0,0.7906139054005085,0,0.0
20.0,1,0.0,0.0,6.591978916542404,0,0.0,0.26372866371313797,0,0.0
25.0,1,0.0,0.0,7.831555102014295,0,0.0,0.7827893846310245,0,0.0
30.0,0,0.0,0.0,8.477540149134898,0,0.0,0.5360055136414107,0,0.0
35.0,3,4.0,0.12121212121212122,7.763818351400713,2,4.0,0.35215084000871544,2,4.0
40.0,3,18.0,0.5142857142857142,6.882336342682493,2,14.0,0.27075722065737967,2,14.0
45.0,7,43.0,1.1025641025641026,6.5234615256779565,4,33.0,0.35059806754239836,4,33.0
50.0,13,85.0,1.9318181818181819,5.839410239255022,4,53.0,0.3375540606145184,4,53.0
55.0,10,100.0,2.272727272727273,5.796153720803242,5,74.0,0.22237505408492836,5,74.0
60.0,12,130.0,2.6530612244897958,6.29208079362093,8,103.0,0.09417053669120108,8,103.0
65.0,16,191.0,3.7450980392156863,5.421149303566959,8,157.0,0.20287874012721216,8,157.0
70.0,21,272.0,4.857142857142857,4.6560297714842696,13,217.0,0.0815308231613919,13,217.0
75.0,13,110.0,1.8333333333333333,5.056362557451553,7,200.0,0.1665854486577216,7,200.0
80.0,12,117.0,1.8571428571428572,4.704498407777978,5,137.0,0.16283043778998832,5,137.0
85.0,15,152.0,2.4126984126984126,5.993390607708825,8,140.0,0.2396552882276417,8,140.0
90.0,15,187.0,2.876923076923077,5.655665100413848,9,173.0,0.1901926812660818,9,173.0
95.0,18,273.0,4.136363636363637,5.400212050759059,11,213.0,0.1419467368390758,11,213.0
100.0,25,375.0,5.208333333333333,4.946539354589163,14,334.0,0.18842238294433145,14,334.0
105.0,25,474.0,6.2368421052631575,5.104021166750911,13,361.0,0.15086566917572322,13,361.0
110.0,26,443.0,5.5375,4.291747382693159,17,431.0,0.1256692909814007,17,431.0
115.0,36,599.0,7.047058823529412,3.739620504845684,21,528.0,0.05516905616322975,21,528.0
