step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_9288532822_9288532834_9288532844_9288532861_#1more_stopped,cluster_9288532822_9288532834_9288532844_9288532861_#1more_accumulated_waiting_time,cluster_9288532822_9288532834_9288532844_9288532861_#1more_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0.0,0.0,3.899643415547908,0,0.0,0.30070845188841727,0,0.0
10.0,1,0.0,0.0,5.846397994911934,0,0.0,0.5123125369789066,0,0.0
15.0,2,4.0,0.2857142857142857,6.110112829169579,1,4.0,0.5125340070074146,1,4.0
20.0,2,9.0,0.47368421052631576,6.980364264789853,1,9.0,0.16803962776729917,1,9.0
25.0,3,14.0,0.5833333333333334,7.4965405472443765,1,14.0,0.5864553795752662,1,14.0
30.0,1,19.0,0.6785714285714286,8.645232976368051,1,19.0,0.5254035196599137,1,19.0
35.0,2,2.0,0.06451612903225806,7.784875617542419,1,2.0,0.4081510295043857,1,2.0
40.0,6,18.0,0.5,6.545208422444303,3,13.0,0.3382847272498401,3,13.0
45.0,8,49.0,1.1951219512195121,6.252574254363365,4,30.0,0.31266099365321987,4,30.0
50.0,12,96.0,2.1333333333333333,5.703666649965587,6,55.0,0.23437561341894572,6,55.0
55.0,16,166.0,3.3877551020408165,5.58627238444346,8,92.0,0.19313330949725727,8,92.0
60.0,17,238.0,4.76,5.174598883972903,10,133.0,0.14801306116264926,10,133.0
65.0,16,234.0,4.5,4.573011902680004,10,183.0,0.11225332112247448,10,183.0
70.0,18,274.0,4.807017543859649,4.826900360161961,13,247.0,0.06847736332651015,13,247.0
75.0,22,366.0,6.0,4.9150650911212646,13,312.0,0.15005730167109835,13,312.0
80.0,27,468.0,6.985074626865671,4.4419431669879295,15,399.0,0.07463052512764144,15,399.0
85.0,29,603.0,8.867647058823529,4.265655833644126,16,477.0,0.07566234871388859,16,477.0
90.0,23,307.0,4.263888888888889,4.58374024388212,9,346.0,0.12850969052168507,9,346.0
95.0,19,265.0,3.581081081081081,5.525007777343639,3,244.0,0.2750381032080235,3,244.0
100.0,25,335.0,4.294871794871795,4.596413752001696,10,250.0,0.1440330159455484,10,250.0
105.0,30,334.0,4.227848101265823,4.3124909017486255,14,328.0,0.14766245342094542,14,328.0
110.0,34,456.0,5.62962962962963,4.448186763798355,15,334.0,0.08087900594897506,15,334.0
